,id,origin,entity,category
201650,1115799302,Laborum,java,programming language
201686,1115799302,Laborum,java,programming language
201722,1115799302,Laborum,java,programming language
201758,1115799302,Laborum,java,programming language
201794,1115799302,Laborum,java,programming language
201830,1115799302,Laborum,java,programming language
201866,1115799302,Laborum,java,programming language
201902,1115799302,Laborum,java,programming language
201938,1115799302,Laborum,java,programming language
201974,1115799302,Laborum,java,programming language
202010,1115799302,Laborum,java,programming language
202046,1115799302,Laborum,java,programming language
202082,1115799302,Laborum,java,programming language
202588,1115798913,Laborum,python,programming language
202604,1115798627,Laborum,java,programming language
202669,40365,GetOnBoard,python,programming language
202670,40365,GetOnBoard,r studio,programming language
202671,40365,GetOnBoard,shiny,programming language
202701,40365,GetOnBoard,python,programming language
202702,40365,GetOnBoard,r studio,programming language
202703,40365,GetOnBoard,shiny,programming language
202733,40365,GetOnBoard,python,programming language
202734,40365,GetOnBoard,r studio,programming language
202735,40365,GetOnBoard,shiny,programming language
202765,40365,GetOnBoard,python,programming language
202766,40365,GetOnBoard,r studio,programming language
202767,40365,GetOnBoard,shiny,programming language
202797,40365,GetOnBoard,python,programming language
202798,40365,GetOnBoard,r studio,programming language
202799,40365,GetOnBoard,shiny,programming language
202829,40365,GetOnBoard,python,programming language
202830,40365,GetOnBoard,r studio,programming language
202831,40365,GetOnBoard,shiny,programming language
202861,40365,GetOnBoard,python,programming language
202862,40365,GetOnBoard,r studio,programming language
202863,40365,GetOnBoard,shiny,programming language
202893,40365,GetOnBoard,python,programming language
202894,40365,GetOnBoard,r studio,programming language
202895,40365,GetOnBoard,shiny,programming language
202925,40365,GetOnBoard,python,programming language
202926,40365,GetOnBoard,r studio,programming language
202927,40365,GetOnBoard,shiny,programming language
202957,40365,GetOnBoard,python,programming language
202958,40365,GetOnBoard,r studio,programming language
202959,40365,GetOnBoard,shiny,programming language
202989,40365,GetOnBoard,python,programming language
202990,40365,GetOnBoard,r studio,programming language
202991,40365,GetOnBoard,shiny,programming language
203021,40365,GetOnBoard,python,programming language
203022,40365,GetOnBoard,r studio,programming language
203023,40365,GetOnBoard,shiny,programming language
203053,40365,GetOnBoard,python,programming language
203054,40365,GetOnBoard,r studio,programming language
203055,40365,GetOnBoard,shiny,programming language
203085,40365,GetOnBoard,python,programming language
203086,40365,GetOnBoard,r studio,programming language
203087,40365,GetOnBoard,shiny,programming language
203117,40365,GetOnBoard,python,programming language
203118,40365,GetOnBoard,r studio,programming language
203119,40365,GetOnBoard,shiny,programming language
203149,40365,GetOnBoard,python,programming language
203150,40365,GetOnBoard,r studio,programming language
203151,40365,GetOnBoard,shiny,programming language
203228,1115797726,Laborum,html,programming language
203229,1115797726,Laborum,css,programming language
203230,1115797726,Laborum,javascript,programming language
203231,1115797726,Laborum,react,programming language
203232,1115797726,Laborum,nodejs,programming language
203299,1115797726,Laborum,html,programming language
203300,1115797726,Laborum,css,programming language
203301,1115797726,Laborum,javascript,programming language
203302,1115797726,Laborum,react,programming language
203303,1115797726,Laborum,nodejs,programming language
203370,1115797726,Laborum,html,programming language
203371,1115797726,Laborum,css,programming language
203372,1115797726,Laborum,javascript,programming language
203373,1115797726,Laborum,react,programming language
203374,1115797726,Laborum,nodejs,programming language
203441,1115797726,Laborum,html,programming language
203442,1115797726,Laborum,css,programming language
203443,1115797726,Laborum,javascript,programming language
203444,1115797726,Laborum,react,programming language
203445,1115797726,Laborum,nodejs,programming language
203512,1115797726,Laborum,html,programming language
203513,1115797726,Laborum,css,programming language
203514,1115797726,Laborum,javascript,programming language
203515,1115797726,Laborum,react,programming language
203516,1115797726,Laborum,nodejs,programming language
203583,1115797726,Laborum,html,programming language
203584,1115797726,Laborum,css,programming language
203585,1115797726,Laborum,javascript,programming language
203586,1115797726,Laborum,react,programming language
203587,1115797726,Laborum,nodejs,programming language
203654,1115797726,Laborum,html,programming language
203655,1115797726,Laborum,css,programming language
203656,1115797726,Laborum,javascript,programming language
203657,1115797726,Laborum,react,programming language
203658,1115797726,Laborum,nodejs,programming language
203725,1115797726,Laborum,html,programming language
203726,1115797726,Laborum,css,programming language
203727,1115797726,Laborum,javascript,programming language
203728,1115797726,Laborum,react,programming language
203729,1115797726,Laborum,nodejs,programming language
203753,40398,GetOnBoard,react,programming language
203754,40398,GetOnBoard,nodejs,programming language
203755,40398,GetOnBoard,python,programming language
203756,40398,GetOnBoard,golang,programming language
203757,40398,GetOnBoard,typescript,programming language
203758,40398,GetOnBoard,java,programming language
203795,40398,GetOnBoard,react,programming language
203796,40398,GetOnBoard,nodejs,programming language
203797,40398,GetOnBoard,python,programming language
203798,40398,GetOnBoard,golang,programming language
203799,40398,GetOnBoard,typescript,programming language
203800,40398,GetOnBoard,java,programming language
203837,40398,GetOnBoard,react,programming language
203838,40398,GetOnBoard,nodejs,programming language
203839,40398,GetOnBoard,python,programming language
203840,40398,GetOnBoard,golang,programming language
203841,40398,GetOnBoard,typescript,programming language
203842,40398,GetOnBoard,java,programming language
203879,40398,GetOnBoard,react,programming language
203880,40398,GetOnBoard,nodejs,programming language
203881,40398,GetOnBoard,python,programming language
203882,40398,GetOnBoard,golang,programming language
203883,40398,GetOnBoard,typescript,programming language
203884,40398,GetOnBoard,java,programming language
203921,40398,GetOnBoard,react,programming language
203922,40398,GetOnBoard,nodejs,programming language
203923,40398,GetOnBoard,python,programming language
203924,40398,GetOnBoard,golang,programming language
203925,40398,GetOnBoard,typescript,programming language
203926,40398,GetOnBoard,java,programming language
203963,40398,GetOnBoard,react,programming language
203964,40398,GetOnBoard,nodejs,programming language
203965,40398,GetOnBoard,python,programming language
203966,40398,GetOnBoard,golang,programming language
203967,40398,GetOnBoard,typescript,programming language
203968,40398,GetOnBoard,java,programming language
204005,40398,GetOnBoard,react,programming language
204006,40398,GetOnBoard,nodejs,programming language
204007,40398,GetOnBoard,python,programming language
204008,40398,GetOnBoard,golang,programming language
204009,40398,GetOnBoard,typescript,programming language
204010,40398,GetOnBoard,java,programming language
204047,40398,GetOnBoard,react,programming language
204048,40398,GetOnBoard,nodejs,programming language
204049,40398,GetOnBoard,python,programming language
204050,40398,GetOnBoard,golang,programming language
204051,40398,GetOnBoard,typescript,programming language
204052,40398,GetOnBoard,java,programming language
204089,40398,GetOnBoard,react,programming language
204090,40398,GetOnBoard,nodejs,programming language
204091,40398,GetOnBoard,python,programming language
204092,40398,GetOnBoard,golang,programming language
204093,40398,GetOnBoard,typescript,programming language
204094,40398,GetOnBoard,java,programming language
204131,40398,GetOnBoard,react,programming language
204132,40398,GetOnBoard,nodejs,programming language
204133,40398,GetOnBoard,python,programming language
204134,40398,GetOnBoard,golang,programming language
204135,40398,GetOnBoard,typescript,programming language
204136,40398,GetOnBoard,java,programming language
204173,40398,GetOnBoard,react,programming language
204174,40398,GetOnBoard,nodejs,programming language
204175,40398,GetOnBoard,python,programming language
204176,40398,GetOnBoard,golang,programming language
204177,40398,GetOnBoard,typescript,programming language
204178,40398,GetOnBoard,java,programming language
204215,40398,GetOnBoard,react,programming language
